product_id,product_url,name,discount,discounted_price,original_price,total_reviews,product_info
470753501,https://www.dresslily.com/diamond-geometric-letter-print-hoodie-product8349086.html,Diamond Geometric Letter Print Hoodie,0,0,22.99,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Geometric,Letter;Season:Fall,Spring,Winter;Weight:0.4800kg;Package Contents:1 x Hoodie;"
454096002,https://www.dresslily.com/animal-pattern-zip-up-long-product8172589.html,Animal Pattern Zip Up Hoodie,0,0,22.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.4000kg;Package Contents:1 x Hoodie;"
471445505,https://www.dresslily.com/marvel-spider-man-letter-printed-product8356225.html,Marvel Spider-Man Letter Printed Graphic Sweatshirt,0,0,22.99,0,"Clothes Type:Sweatshirts;Style:Casual;Pattern Type:Graphic;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.4180kg;Package Contents:1 x Sweatshirt;"
471445701,https://www.dresslily.com/marvel-spider-man-comics-print-product8356231.html,Marvel Spider-Man Comics Print Rib-knit Trim Sweatshirt,0,0,22.99,0,"Clothes Type:Sweatshirts;Style:Casual;Pattern Type:Others;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.4310kg;Package Contents:1 x Sweatshirt;"
454680002,https://www.dresslily.com/contrast-paint-stroke-print-front-product8160189.html,Contrast Paint Stroke Print Front Pocket Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Trendy;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Painting;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie;"
337132401,https://www.dresslily.com/christmas-belt-candy-pattern-casual-product6377650.html,Christmas Belt Candy Pattern Casual Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Daily Use,Dance,Festival,Going Out,Home,Night Out,Sports,Travel,Vacation;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Candy;Season:Fall,Spring,Winter;Weight:0.4900kg;Package Contents:1 x Hoodie;"
276459318,https://www.dresslily.com/soft-chest-letter-solid-color-product3194515.html,Soft Chest Letter Solid Color Suede Sweatshirt,0,0,26.99,0,"Clothes Type:Sweatshirt;Occasion:Daily,Home,Night Out,Office;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester,Spandex;Thickness:Regular;Patterns:Letter,Solid;Season:Fall,Winter;Weight:0.4530kg;Package Contents:1 x Sweatshirt;"
385708803,https://www.dresslily.com/colorful-printed-pouch-pocket-pullover-product7705410.html,Colorful Printed Pouch Pocket Pullover Hoodie,0,0,26.99,0,"Clothes Type:Hoodie;Occasion:Daily,Daily Use,Going Out,Home,Office;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Print;Season:Fall;Weight:0.4400kg;Package Contents:1 x Hoodie;"
285778634,https://www.dresslily.com/stylish-3d-halloween-print-long-product3298987.html,Stylish 3D Halloween Print Long Sleeve Hoodie,0,0,22.99,0,"Material:Polyester;Clothes Type:Hoodie;Occasion:Casual ,Daily Use,Going Out;Product weight:0.5000 kg;Package weight:0.5200 kg;Package Contents:1 x Hoodie;"
470295601,https://www.dresslily.com/geometric-question-mark-graphic-front-product8333973.html,Geometric Question Mark Graphic Front Pocket Casual Hoodie,36,24.99,39.14,0,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Geometric;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie;"
460912911,https://www.dresslily.com/casual-color-spliced-drawstring-long-product8214915.html,Casual Color Spliced Drawstring Hoodie,1,29.98,30.35,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Colorblock;Season:Fall,Spring,Winter;Weight:0.3700kg;Package Contents:1 x Hoodie;"
278923425,https://www.dresslily.com/fashion-comfortable-solid-v-neck-product6140722.html,Fashion Comfortable Solid V-neck Tether Long Sleeve Shirt for Men,0,0,22.99,0,"Material:Polyester;Occasion:Casual ,Daily Use;Pattern:Solid Color;Style:Casual,Classic;Product weight:0.3100 kg;Package weight:0.3300 kg;Package Contents:1 x Shirt;"
456287117,https://www.dresslily.com/contrast-trim-applique-faux-twinset-product8176731.html,Contrast Trim Applique Faux Twinset Long Hoodie,0,0,19.99,0,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Long;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Color Block;Season:Fall,Spring;Weight:0.3600kg;Package Contents:1 x Hoodie;"
259401501,https://www.dresslily.com/3d-fire-angry-dog-print-product2996517.html,3D Fire Angry Dog Print Pullover Sweatshirt,0,0,22.99,0,Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.3500kg;Package Contents:1 x Sweatshirt;
470899202,https://www.dresslily.com/flower-print-front-pocket-pullover-product8341368.html,Flower Print Front Pocket Pullover Hoodie,0,0,22.99,0,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Flower;Embellishment:Front Pocket;Material:Polyester,Spandex;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.5450kg;Package Contents:1 x Hoodie;"
